GEF ID,Project title,Task Manager,Timeline,PIR Year,Core Indicators,Core Indicators Value,Sub-core indicator,Sub core-indicator value,Unit_of Measure,Notes
9667,Sustainable Land Management in the Commonwealth of Dominica,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),2000,,
9667,Sustainable Land Management in the Commonwealth of Dominica,Christopher Cox,PIR Year,2020,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Baseline,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,0,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),944.81,,,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,944.81,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,,Indicator 5: Area of marine habitat under improved practices to benefit biodiversity,86153,,,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,2870,,,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1435,,
9668,Enhancing National Development through Environmentally Resilient Islands (ENDhERI),Max Zieren,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1435,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),0,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),63,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,PIR Year,2020,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),0,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),0,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),63,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,,Indicator 3: Area of land restored (Hectares),0,,,,
9671,Effective Management of Wadi El-Rayan and Qarun Protected Areas,Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),0,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),186000,,,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),186000,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),45000000,,,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),45000000,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,PIR Year,2020,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9719,Piloting Innovative Investments for Sustainable Landscapes,Ersin Esen,PIR Year,2020,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),0,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),20000,,,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),590000,,,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),115362,,,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),115362,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,200,,,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,100,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,100,,
9730,Generating Economic and Environmental Benefits from Sustainable Land Management for Vulnerable Rural Communities of Georgia,Ersin Esen,PIR Year,2020,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9738,GLOBE Legislators Advancing REDD+ and Natural Capital Governance Towards the Delivery of the 2030 Agenda,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9738,GLOBE Legislators Advancing REDD+ and Natural Capital Governance Towards the Delivery of the 2030 Agenda,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),3999000,,,,
9738,GLOBE Legislators Advancing REDD+ and Natural Capital Governance Towards the Delivery of the 2030 Agenda,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),3999000,,
9738,GLOBE Legislators Advancing REDD+ and Natural Capital Governance Towards the Delivery of the 2030 Agenda,Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),2200000,,,,
9738,GLOBE Legislators Advancing REDD+ and Natural Capital Governance Towards the Delivery of the 2030 Agenda,Adamou Bouhari,PIR Year,2020,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),2450,,,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),2050,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),400,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),12550,,,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),12550,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,20735,,,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,10368,,
9759,"Promoting Sustainable Land Management (SLM) Through Strengthening Legal and Institutional Framework, Capacity Building and Restoration of Most Vulnerable Mountain Landscapes ",Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,10367,,
9762,Promoting Protected Areas Management through Integrated Marine and Coastal Ecosystems Protection in Coastal Area of Montenegro,Ersin Esen,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9762,Promoting Protected Areas Management through Integrated Marine and Coastal Ecosystems Protection in Coastal Area of Montenegro,Ersin Esen,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),13012.19,,,,
9762,Promoting Protected Areas Management through Integrated Marine and Coastal Ecosystems Protection in Coastal Area of Montenegro,Ersin Esen,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),2301.2,,,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Baseline,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",0,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 3: Area of land restored (Hectares),21000,,,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),10500,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),10000,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",500,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),290000,,,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),290000,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),5993467,,,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),5993467,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,120,,,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,60,,
9766,Mainstreaming biodiversity conservation and sustainable landscape management of watersheds containing wetlands within Chile's South Center Biodiversity Hotspot through reformed coastal planning frameworks,Robert Erath ,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,60,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.1: Marine protected areas newly created,0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),10589,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),10000,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),589,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),18000,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.1: Marine protected areas newly created,18000,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),500,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),500,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),1000,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),1000,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),2230210,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),2230210,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,92031,,,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,40000,,
9772,"Land/Seascape planning and restoration to improve ecosystem services, and livelihoods, expand and effectively manage protected areas",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,52031,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),285,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),265,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",20,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),215,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),215,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),79342,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),79342,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,100,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,30,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,70,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),0,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),0,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
9785,Improving Environmental Management through Sustainable Land Management in St. Kitts and Nevis,Christopher Cox,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Baseline,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,0,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
